ZIP,Total in Working Age,Less than high school graduate,Less than high school graduate~In labor force,Less than high school graduate~In labor force~In Armed Forces,Less than high school graduate~In labor force~Civilian,Less than high school graduate~In labor force~Civilian~Employed,Less than high school graduate~In labor force~Civilian~Unemployed,Less than high school graduate~Not in labor force,High school graduate (includes equivalency),High school graduate (includes equivalency)~In labor force,High school graduate (includes equivalency)~In labor force~In Armed Forces,High school graduate (includes equivalency)~In labor force~Civilian,High school graduate (includes equivalency)~In labor force~Civilian~Employed,High school graduate (includes equivalency)~In labor force~Civilian~Unemployed,High school graduate (includes equivalency)~Not in labor force,Some college or associate's degree,Some college or associate's degree~In labor force,Some college or associate's degree~In labor force~In Armed Forces,Some college or associate's degree~In labor force~Civilian,Some college or associate's degree~In labor force~Civilian~Employed,Some college or associate's degree~In labor force~Civilian~Unemployed,Some college or associate's degree~Not in labor force,Bachelor's degree or higher,Bachelor's degree or higher~In labor force,Bachelor's degree or higher~In labor force~In Armed Forces,Bachelor's degree or higher~In labor force~Civilian,Bachelor's degree or higher~In labor force~Civilian~Employed,Bachelor's degree or higher~In labor force~Civilian~Unemployed,Bachelor's degree or higher~Not in labor force
23112,28651,1267,849,0,849,771,78,418,3729,2935,0,2935,2900,35,794,8403,6684,56,6628,6460,168,1719,15252,13765,88,13677,13385,292,1487
23113,12719,211,115,0,115,107,8,96,1121,870,0,870,817,53,251,2255,1616,0,1616,1547,69,639,9132,7561,0,7561,7401,160,1571
23114,9750,407,200,0,200,200,0,207,998,744,0,744,744,0,254,2312,1871,0,1871,1819,52,441,6033,5531,28,5503,5394,109,502
23116,16372,342,232,0,232,232,0,110,2909,2330,0,2330,2267,63,579,4138,3426,0,3426,3372,54,712,8983,8052,32,8020,7764,256,931
23117,5041,584,428,0,428,331,97,156,2089,1417,0,1417,1256,161,672,1331,1052,0,1052,1052,0,279,1037,899,50,849,829,20,138
23119,89,13,13,0,13,13,0,0,65,38,0,38,38,0,27,11,11,0,11,11,0,0,0,0,0,0,0,0,0
23120,6075,129,128,0,128,128,0,1,707,589,0,589,575,14,118,1439,1298,0,1298,1291,7,141,3800,3270,23,3247,3201,46,530
23123,997,75,27,0,27,19,8,48,551,434,0,434,434,0,117,221,165,0,165,161,4,56,150,63,0,63,63,0,87
23124,2486,65,9,0,9,9,0,56,825,729,0,729,721,8,96,818,693,0,693,693,0,125,778,750,0,750,750,0,28
23126,199,11,0,0,0,0,0,11,43,43,0,43,33,10,0,36,36,0,36,36,0,0,109,103,0,103,103,0,6
23128,357,15,0,0,0,0,0,15,134,99,0,99,99,0,35,64,47,0,47,47,0,17,144,129,0,129,129,0,15
23129,256,0,0,0,0,0,0,0,12,3,0,3,3,0,9,87,39,0,39,39,0,48,157,122,0,122,122,0,35
23130,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,34,0,34,34,0,25,0,0,0,0,0,0,0
23138,187,11,0,0,0,0,0,11,80,62,0,62,62,0,18,87,39,0,39,39,0,48,9,9,0,9,9,0,0
23139,13616,803,502,0,502,479,23,301,4127,2715,0,2715,2670,45,1412,4042,3510,0,3510,3465,45,532,4644,4075,15,4060,4029,31,569
23140,3445,275,195,0,195,192,3,80,933,793,0,793,734,59,140,986,843,9,834,826,8,143,1251,993,47,946,912,34,258
23141,4344,278,265,0,265,246,19,13,1358,1184,0,1184,1163,21,174,1122,903,8,895,772,123,219,1586,1277,27,1250,1238,12,309
23146,1866,43,43,0,43,43,0,0,373,232,0,232,232,0,141,468,364,0,364,364,0,104,982,826,0,826,776,50,156
23148,854,131,119,0,119,43,76,12,314,282,0,282,266,16,32,236,141,0,141,120,21,95,173,160,0,160,160,0,13
23149,1598,249,56,0,56,56,0,193,592,438,0,438,438,0,154,582,496,40,456,456,0,86,175,150,0,150,150,0,25
23150,6937,663,470,0,470,438,32,193,2668,1950,0,1950,1826,124,718,2289,2012,0,2012,1922,90,277,1317,1199,0,1199,1199,0,118
23153,653,13,13,0,13,13,0,0,141,92,0,92,92,0,49,145,145,0,145,145,0,0,354,329,0,329,329,0,25
23156,616,48,25,0,25,25,0,23,217,177,0,177,177,0,40,294,242,0,242,242,0,52,57,57,0,57,57,0,0
23160,2358,605,2,0,2,2,0,603,1348,1,0,1,1,0,1347,362,2,0,2,2,0,360,43,1,0,1,1,0,42
23161,31,0,0,0,0,0,0,0,31,31,0,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23163,46,7,0,0,0,0,0,7,39,18,0,18,18,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23168,4079,131,40,0,40,40,0,91,843,730,0,730,730,0,113,1414,1057,117,940,908,32,357,1691,1497,0,1497,1464,33,194
23169,425,40,18,0,18,18,0,22,143,111,0,111,111,0,32,155,110,0,110,84,26,45,87,74,0,74,74,0,13
23173,39,0,0,0,0,0,0,0,8,8,0,8,8,0,0,18,15,0,15,15,0,3,13,13,0,13,13,0,0
23175,679,35,7,0,7,7,0,28,311,254,0,254,254,0,57,177,152,0,152,139,13,25,156,131,0,131,113,18,25
23176,175,22,18,0,18,18,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,6,147,88,0,88,88,0,59
23177,530,55,55,0,55,55,0,0,72,27,0,27,27,0,45,155,155,0,155,155,0,0,248,206,0,206,206,0,42
23180,404,65,10,0,10,10,0,55,149,125,0,125,113,12,24,140,96,0,96,90,6,44,50,39,0,39,39,0,11
23181,2548,80,67,0,67,67,0,13,695,601,0,601,599,2,94,910,779,0,779,774,5,131,863,737,0,737,737,0,126
23185,22624,1124,623,0,623,623,0,501,4085,2990,101,2889,2601,288,1095,6160,4931,188,4743,4595,148,1229,11255,9791,198,9593,9374,219,1464
23188,20504,977,617,0,617,617,0,360,4133,3205,0,3205,2907,298,928,5690,4975,162,4813,4702,111,715,9704,8000,211,7789,7546,243,1704
23192,3800,228,84,0,84,84,0,144,1255,1016,0,1016,982,34,239,1133,854,0,854,833,21,279,1184,1087,0,1087,1087,0,97
23219,2763,327,176,0,176,176,0,151,195,98,0,98,91,7,97,469,413,0,413,413,0,56,1772,1389,42,1347,1332,15,383
23220,16702,925,420,0,420,348,72,505,2024,1485,30,1455,1263,192,539,3372,2797,60,2737,2423,314,575,10381,9124,17,9107,8760,347,1257
23221,10037,177,105,0,105,105,0,72,738,575,69,506,502,4,163,1514,1365,0,1365,1320,45,149,7608,6958,24,6934,6846,88,650
23222,15676,2028,1197,0,1197,1042,155,831,4833,3541,18,3523,3293,230,1292,5070,4070,29,4041,3734,307,1000,3745,3323,5,3318,3149,169,422
23223,30430,3418,1594,0,1594,1468,126,1824,8515,6153,0,6153,5910,243,2362,9188,7286,20,7266,6893,373,1902,9309,8291,13,8278,8082,196,1018
23224,22720,3985,2323,0,2323,2105,218,1662,7870,5882,124,5758,5478,280,1988,6626,4989,37,4952,4735,217,1637,4239,3895,0,3895,3746,149,344
23225,25638,2149,1404,0,1404,1404,0,745,5196,3919,0,3919,3601,318,1277,7568,6311,71,6240,5485,755,1257,10725,9964,24,9940,9665,275,761
23226,9678,584,476,0,476,475,1,108,513,417,0,417,414,3,96,1291,1048,8,1040,992,48,243,7290,6497,38,6459,6393,66,793
23227,13895,1298,664,0,664,652,12,634,2964,2252,0,2252,2056,196,712,3476,2878,61,2817,2727,90,598,6157,5529,15,5514,5365,149,628
23228,21260,2282,1621,0,1621,1533,88,661,4923,3562,0,3562,3465,97,1361,7012,5963,191,5772,5596,176,1049,7043,6482,0,6482,6259,223,561
23229,17818,1074,805,0,805,783,22,269,2425,1927,0,1927,1839,88,498,3534,2911,0,2911,2832,79,623,10785,9369,17,9352,8911,441,1416
23230,4518,435,357,0,357,317,40,78,776,645,0,645,639,6,131,1197,916,0,916,879,37,281,2110,1974,0,1974,1961,13,136
23231,21084,1484,962,0,962,864,98,522,6337,4663,0,4663,4304,359,1674,8231,6950,46,6904,6508,396,1281,5032,4572,5,4567,4495,72,460
23233,17849,331,186,0,186,165,21,145,1283,1062,0,1062,999,63,221,2871,2316,0,2316,2141,175,555,13364,11560,16,11544,11115,429,1804
23234,24621,5299,3477,0,3477,3221,256,1822,8534,5812,0,5812,5336,476,2722,6778,5739,81,5658,5309,349,1039,4010,3494,0,3494,3443,51,516
23235,17041,845,533,0,533,513,20,312,2822,2311,0,2311,2239,72,511,5015,4436,58,4378,4248,130,579,8359,7335,36,7299,7197,102,1024
23236,13070,556,385,0,385,348,37,171,3006,2507,0,2507,2497,10,499,4140,3455,0,3455,3332,123,685,5368,4768,16,4752,4693,59,600
23237,14212,2350,2010,0,2010,1888,122,340,4679,3710,8,3702,3539,163,969,4270,3445,22,3423,3356,67,825,2913,2545,80,2465,2386,79,368
23238,13048,492,301,0,301,301,0,191,1785,1552,0,1552,1538,14,233,3414,2979,0,2979,2852,127,435,7357,6453,51,6402,6288,114,904
23250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23294,10883,752,518,0,518,514,4,234,2005,1629,0,1629,1580,49,376,2892,2456,0,2456,2386,70,436,5234,4511,0,4511,4432,79,723
23301,928,421,318,0,318,279,39,103,367,228,0,228,228,0,139,64,57,0,57,57,0,7,76,39,0,39,38,1,37
23302,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,0,22,22,0,0,16,16,0,16,16,0,0
23303,245,33,33,0,33,33,0,0,98,65,0,65,65,0,33,68,23,0,23,23,0,45,46,34,0,34,34,0,12
23304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23306,542,53,46,0,46,46,0,7,119,103,0,103,103,0,16,251,194,0,194,194,0,57,119,117,0,117,117,0,2
23307,325,69,15,0,15,15,0,54,172,126,0,126,126,0,46,84,84,0,84,84,0,0,0,0,0,0,0,0,0
23308,1021,189,97,0,97,96,1,92,440,353,0,353,345,8,87,293,240,0,240,240,0,53,99,86,0,86,86,0,13
23310,1930,281,128,0,128,119,9,153,497,335,0,335,305,30,162,545,439,2,437,437,0,106,607,458,0,458,441,17,149
23314,4792,169,88,0,88,61,27,81,1236,1013,44,969,948,21,223,1807,1538,40,1498,1326,172,269,1580,1418,22,1396,1307,89,162
23315,733,82,82,0,82,73,9,0,230,137,0,137,127,10,93,327,210,0,210,210,0,117,94,63,0,63,63,0,31
23316,216,23,13,0,13,13,0,10,45,27,0,27,11,16,18,119,112,0,112,112,0,7,29,18,0,18,13,5,11
23320,34386,1804,1118,0,1118,1112,6,686,7009,5052,425,4627,4193,434,1957,12000,9584,859,8725,8297,428,2416,13573,11940,811,11129,10878,251,1633
23321,18663,669,354,0,354,325,29,315,3827,2966,157,2809,2686,123,861,7029,5457,424,5033,4826,207,1572,7138,6382,428,5954,5697,257,756
23322,35418,1677,437,34,403,396,7,1240,6452,3835,246,3589,3461,128,2617,12022,9019,472,8547,8076,471,3003,15267,13314,1124,12190,11857,333,1953
23323,21210,1124,701,0,701,638,63,423,5173,3875,284,3591,3337,254,1298,8123,6920,499,6421,6211,210,1203,6790,5742,533,5209,5105,104,1048
23324,12076,1605,993,0,993,955,38,612,3795,2377,9,2368,2187,181,1418,4710,3600,107,3493,3065,428,1110,1966,1687,102,1585,1574,11,279
23325,9432,718,550,0,550,472,78,168,2787,2129,126,2003,1917,86,658,3415,2866,339,2527,2402,125,549,2512,2348,20,2328,2315,13,164
23336,1383,110,76,0,76,53,23,34,257,203,0,203,151,52,54,568,371,22,349,329,20,197,448,378,6,372,372,0,70
23337,213,33,19,0,19,19,0,14,64,41,0,41,41,0,23,11,11,0,11,11,0,0,105,105,0,105,105,0,0
23347,488,23,23,0,23,23,0,0,184,125,0,125,125,0,59,101,90,0,90,90,0,11,180,119,0,119,119,0,61
23350,1669,207,112,0,112,102,10,95,759,458,0,458,445,13,301,436,335,0,335,319,16,101,267,234,0,234,234,0,33
23354,98,7,7,0,7,7,0,0,7,7,0,7,7,0,0,12,9,0,9,9,0,3,72,50,0,50,50,0,22
23356,480,0,0,0,0,0,0,0,165,135,15,120,120,0,30,167,132,0,132,132,0,35,148,112,0,112,92,20,36
23357,339,37,6,0,6,6,0,31,158,139,0,139,139,0,19,99,99,6,93,93,0,0,45,36,0,36,36,0,9
23358,78,0,0,0,0,0,0,0,34,22,0,22,22,0,12,34,34,0,34,34,0,0,10,10,0,10,10,0,0
23359,766,42,13,0,13,12,1,29,498,321,0,321,310,11,177,140,109,0,109,105,4,31,86,71,0,71,71,0,15
23389,116,0,0,0,0,0,0,0,14,14,0,14,14,0,0,92,92,0,92,92,0,0,10,10,0,10,10,0,0
23395,52,0,0,0,0,0,0,0,52,52,0,52,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23398,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,10,10,0,0,7,7,0,7,7,0,0
23401,135,31,6,0,6,6,0,25,50,39,0,39,39,0,11,36,17,0,17,17,0,19,18,18,0,18,18,0,0
23405,434,0,0,0,0,0,0,0,147,125,0,125,125,0,22,126,112,0,112,95,17,14,161,78,0,78,78,0,83
23407,493,280,139,0,139,139,0,141,49,49,0,49,49,0,0,92,92,0,92,92,0,0,72,51,0,51,51,0,21
23408,48,0,0,0,0,0,0,0,48,48,0,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23409,52,5,0,0,0,0,0,5,47,34,0,34,34,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23410,891,20,15,0,15,15,0,5,352,291,0,291,283,8,61,364,248,0,248,248,0,116,155,141,0,141,141,0,14
23413,317,47,27,0,27,27,0,20,146,119,0,119,115,4,27,77,66,0,66,66,0,11,47,35,0,35,34,1,12
23414,156,156,156,0,156,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23415,947,160,125,0,125,125,0,35,461,320,0,320,320,0,141,246,184,14,170,170,0,62,80,80,0,80,80,0,0
23416,53,3,3,0,3,3,0,0,50,29,0,29,29,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23417,1521,29,26,0,26,25,1,3,344,265,7,258,237,21,79,567,519,0,519,501,18,48,581,374,0,374,364,10,207
23418,440,29,21,0,21,21,0,8,132,98,0,98,98,0,34,116,103,0,103,98,5,13,163,129,0,129,129,0,34
23420,1497,340,220,0,220,220,0,120,621,446,0,446,435,11,175,399,255,0,255,223,32,144,137,85,3,82,82,0,52
23421,1845,373,277,0,277,249,28,96,709,542,0,542,539,3,167,534,477,0,477,449,28,57,229,131,0,131,131,0,98
23422,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,14,0,14,14,0,29,0,0,0,0,0,0,0
23423,147,27,27,0,27,27,0,0,26,16,0,16,16,0,10,67,67,0,67,67,0,0,27,23,0,23,23,0,4
23426,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,16,0,0,0,0,0,0,0
23427,155,21,6,0,6,6,0,15,75,22,0,22,22,0,53,49,31,0,31,31,0,18,10,8,0,8,6,2,2
23430,9658,800,497,0,497,449,48,303,2742,2145,4,2141,2010,131,597,3096,2594,45,2549,2474,75,502,3020,2549,54,2495,2445,50,471
23432,812,10,0,0,0,0,0,10,223,199,0,199,193,6,24,298,258,0,258,258,0,40,281,233,41,192,192,0,48
23433,484,8,6,0,6,6,0,2,80,76,0,76,76,0,4,124,106,5,101,101,0,18,272,224,0,224,224,0,48
23434,26088,2779,1508,12,1496,1129,367,1271,7342,5514,87,5427,5110,317,1828,9441,7525,517,7008,6457,551,1916,6526,5813,241,5572,5458,114,713
23435,17801,735,476,0,476,376,100,259,3649,2872,73,2799,2703,96,777,6094,5249,401,4848,4620,228,845,7323,6630,255,6375,6328,47,693
23436,569,12,0,0,0,0,0,12,80,58,0,58,58,0,22,272,220,0,220,215,5,52,205,184,6,178,178,0,21
23437,2265,217,115,0,115,115,0,102,646,522,3,519,515,4,124,950,825,63,762,753,9,125,452,386,7,379,374,5,66
23438,822,30,19,0,19,19,0,11,280,215,0,215,185,30,65,321,300,19,281,274,7,21,191,160,0,160,160,0,31
23440,277,52,41,0,41,41,0,11,168,134,0,134,134,0,34,46,26,0,26,26,0,20,11,11,0,11,11,0,0
23441,40,0,0,0,0,0,0,0,21,21,0,21,21,0,0,19,19,0,19,19,0,0,0,0,0,0,0,0,0
23442,464,32,25,0,25,25,0,7,287,283,0,283,274,9,4,99,16,0,16,16,0,83,46,46,0,46,46,0,0
23451,22839,722,473,0,473,473,0,249,3499,2678,158,2520,2362,158,821,6838,5774,490,5284,5038,246,1064,11780,10085,586,9499,9316,183,1695
23452,30856,1760,1268,0,1268,1196,72,492,7075,5555,118,5437,5038,399,1520,12196,10202,1005,9197,8932,265,1994,9825,8658,477,8181,7959,222,1167
23453,19029,1143,804,0,804,792,12,339,4245,3259,136,3123,2923,200,986,7748,6713,804,5909,5802,107,1035,5893,5034,292,4742,4603,139,859
23454,31763,1818,1070,0,1070,1011,59,748,5587,4466,101,4365,4015,350,1121,11541,9747,917,8830,8433,397,1794,12817,11272,572,10700,10414,286,1545
23455,26813,1821,1455,8,1447,1359,88,366,4839,3945,282,3663,3500,163,894,8379,7200,797,6403,6268,135,1179,11774,10478,1102,9376,9150,226,1296
23456,31942,1100,375,6,369,330,39,725,4569,3365,196,3169,2875,294,1204,12857,10602,1290,9312,9090,222,2255,13416,11751,624,11127,10843,284,1665
23457,2506,93,64,0,64,55,9,29,713,472,7,465,455,10,241,986,821,18,803,781,22,165,714,644,20,624,613,11,70
23459,601,22,3,0,3,3,0,19,78,65,56,9,9,0,13,352,252,167,85,77,8,100,149,121,68,53,49,4,28
23460,239,0,0,0,0,0,0,0,31,31,16,15,15,0,0,69,69,60,9,9,0,0,139,139,139,0,0,0,0
23461,84,0,0,0,0,0,0,0,32,32,32,0,0,0,0,32,32,32,0,0,0,0,20,20,20,0,0,0,0
23462,36569,2667,1795,14,1781,1596,185,872,8348,6410,293,6117,6007,110,1938,14633,12277,769,11508,10992,516,2356,10921,9888,931,8957,8859,98,1033
23464,41812,2215,1451,55,1396,1222,174,764,8782,6890,396,6494,6087,407,1892,15358,12384,1228,11156,10768,388,2974,15457,13530,769,12761,12446,315,1927
23480,149,11,2,0,2,0,2,9,19,12,0,12,11,1,7,53,53,0,53,53,0,0,66,30,0,30,30,0,36
23486,19,0,0,0,0,0,0,0,19,19,0,19,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23487,3081,319,161,0,161,161,0,158,882,605,6,599,597,2,277,1091,925,4,921,880,41,166,789,643,15,628,622,6,146
23488,636,0,0,0,0,0,0,0,541,265,0,265,265,0,276,28,28,0,28,28,0,0,67,61,0,61,44,17,6
23502,11701,1205,830,0,830,788,42,375,3329,2557,123,2434,2315,119,772,3883,3330,377,2953,2732,221,553,3284,2934,88,2846,2656,190,350
23503,18989,1443,901,0,901,864,37,542,4861,3732,350,3382,3128,254,1129,7419,6164,1075,5089,4959,130,1255,5266,4763,924,3839,3745,94,503
23504,11030,2107,1198,0,1198,1047,151,909,3375,2274,38,2236,1965,271,1101,3444,2772,73,2699,2305,394,672,2104,1752,60,1692,1515,177,352
23505,14813,1387,669,6,663,591,72,718,3099,2402,544,1858,1532,326,697,5677,4585,814,3771,3439,332,1092,4650,3904,486,3418,3297,121,746
23507,3702,93,44,0,44,35,9,49,155,91,8,83,83,0,64,687,584,110,474,474,0,103,2767,2301,227,2074,2047,27,466
23508,7769,346,265,10,255,249,6,81,925,533,0,533,416,117,392,2198,1639,115,1524,1411,113,559,4300,3776,458,3318,3225,93,524
23509,7418,888,523,0,523,472,51,365,2025,1596,69,1527,1435,92,429,2522,2180,223,1957,1811,146,342,1983,1777,111,1666,1545,121,206
23510,5516,558,184,0,184,126,58,374,1078,559,94,465,366,99,519,1259,850,58,792,684,108,409,2621,2187,436,1751,1732,19,434
23511,3862,0,0,0,0,0,0,0,595,595,595,0,0,0,0,2198,2170,2139,31,31,0,28,1069,984,899,85,53,32,85
23513,17529,2330,1568,0,1568,1517,51,762,5164,3925,306,3619,3165,454,1239,7033,6095,371,5724,5559,165,938,3002,2686,63,2623,2453,170,316
23517,2965,35,7,0,7,7,0,28,525,418,0,418,385,33,107,793,627,11,616,518,98,166,1612,1420,250,1170,989,181,192
23518,16847,1841,1208,0,1208,1074,134,633,4043,3268,147,3121,2927,194,775,5524,4442,455,3987,3843,144,1082,5439,4742,719,4023,3888,135,697
23523,3595,619,371,0,371,300,71,248,1269,976,64,912,735,177,293,1249,1055,27,1028,1003,25,194,458,396,11,385,385,0,62
23551,274,0,0,0,0,0,0,0,155,147,147,0,0,0,8,75,56,56,0,0,0,19,44,37,37,0,0,0,7
23601,14211,684,411,0,411,346,65,273,3378,2363,71,2292,2180,112,1015,5550,4763,196,4567,4377,190,787,4599,4145,334,3811,3672,139,454
23602,22516,1300,895,0,895,825,70,405,5935,4765,167,4598,4343,255,1170,7209,6360,349,6011,5750,261,849,8072,7234,458,6776,6637,139,838
23603,1816,128,83,0,83,83,0,45,300,168,60,108,108,0,132,811,685,74,611,578,33,126,577,379,36,343,323,20,198
23604,2303,46,0,0,0,0,0,46,506,426,359,67,67,0,80,1206,1061,787,274,240,34,145,545,466,366,100,86,14,79
23605,7506,656,365,0,365,321,44,291,3126,2348,13,2335,2217,118,778,2666,2155,111,2044,1827,217,511,1058,1000,47,953,937,16,58
23606,13116,877,614,0,614,590,24,263,3415,2673,48,2625,2519,106,742,4218,3636,81,3555,3398,157,582,4606,4000,151,3849,3805,44,606
23607,11730,1734,877,0,877,826,51,857,4388,3083,42,3041,2786,255,1305,4152,3135,172,2963,2870,93,1017,1456,1356,100,1256,1240,16,100
23608,22131,1506,1119,0,1119,1071,48,387,5498,4182,191,3991,3750,241,1316,8810,7293,539,6754,6459,295,1517,6317,5583,427,5156,4997,159,734
23651,174,7,0,0,0,0,0,7,10,10,0,10,10,0,0,45,40,0,40,40,0,5,112,90,9,81,81,0,22
23661,6954,410,199,0,199,152,47,211,2118,1611,12,1599,1501,98,507,2708,2145,177,1968,1887,81,563,1718,1560,39,1521,1493,28,158
23662,6170,146,132,0,132,132,0,14,1315,984,0,984,984,0,331,1951,1689,113,1576,1566,10,262,2758,2400,117,2283,2235,48,358
23663,7411,734,419,0,419,311,108,315,2759,1865,0,1865,1763,102,894,2940,2331,61,2270,2082,188,609,978,861,18,843,834,9,117
23664,5584,192,167,0,167,167,0,25,1665,1150,76,1074,1074,0,515,2071,1710,136,1574,1558,16,361,1656,1538,53,1485,1465,20,118
23665,2440,87,69,0,69,69,0,18,419,216,63,153,153,0,203,1042,865,311,554,554,0,177,892,529,243,286,286,0,363
23666,28067,2259,1732,0,1732,1658,74,527,7526,5660,271,5389,5171,218,1866,10579,8991,481,8510,7842,668,1588,7703,6934,324,6610,6427,183,769
23669,19329,1063,619,0,619,535,84,444,4956,3411,55,3356,3189,167,1545,7288,5791,731,5060,4909,151,1497,6022,5230,199,5031,4896,135,792
23690,2128,139,93,0,93,67,26,46,409,329,96,233,233,0,80,747,666,275,391,391,0,81,833,802,102,700,700,0,31
23691,48,0,0,0,0,0,0,0,14,0,0,0,0,0,14,22,9,9,0,0,0,13,12,8,8,0,0,0,4
23692,9441,298,182,0,182,164,18,116,1296,1057,72,985,913,72,239,3059,2497,253,2244,2102,142,562,4788,3998,327,3671,3535,136,790
23693,13018,461,135,0,135,135,0,326,1603,1389,22,1367,1333,34,214,3118,2548,392,2156,2069,87,570,7836,6498,588,5910,5797,113,1338
23696,2111,61,49,0,49,49,0,12,522,316,0,316,256,60,206,748,519,0,519,481,38,229,780,744,0,744,727,17,36
23701,12349,1107,389,0,389,382,7,718,3924,2611,43,2568,2515,53,1313,5166,4141,133,4008,3924,84,1025,2152,1821,150,1671,1586,85,331
23702,6723,669,297,0,297,222,75,372,2480,1692,37,1655,1514,141,788,2693,2022,95,1927,1889,38,671,881,759,5,754,739,15,122
23703,13800,899,486,0,486,471,15,413,3587,2876,93,2783,2728,55,711,5548,4615,443,4172,3985,187,933,3766,3331,243,3088,3019,69,435
23704,9579,998,534,0,534,513,21,464,2999,1870,189,1681,1475,206,1129,3675,2823,296,2527,2377,150,852,1907,1739,212,1527,1471,56,168
23707,7253,779,343,0,343,329,14,436,1829,1393,23,1370,1214,156,436,3051,2388,137,2251,2169,82,663,1594,1384,26,1358,1281,77,210
23708,74,0,0,0,0,0,0,0,16,16,16,0,0,0,0,38,38,38,0,0,0,0,20,20,15,5,5,0,0
